CLUSTERID1	interaction	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	EdgeAnnotation	shared_motifs	TopSharedMotifs
5745	cosine	5754	-1.973	5745.0	0.8432	5745.0	3	 	['motif_131', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7246	cosine	7488	-28.031999999999996	7246.0	0.8771	7246.0	3	 	['motif_53', 'motif_83', 'motif_73']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5950	cosine	6307	-24.006	5950.0	0.8209	5950.0	3	 	['motif_93', 'motif_53', 'motif_14']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7996	cosine	8025	-2.016	7996.0	0.9264	7996.0	3	 	['motif_93']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5639	cosine	5655	-2.0140000000000002	5639.0	0.9355	5639.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7783	cosine	7889	-10.021	7783.0	0.9223	7783.0	3	 	['motif_93', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5950	cosine	5974	-1.965	5950.0	0.826	5950.0	3	 	['motif_131']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7889	cosine	7911	-1.003	7889.0	0.9694	7889.0	3	 	['motif_93', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5121	cosine	5484	-26.02	5121.0	0.8796	5121.0	3	 	['motif_83', 'motif_14', 'motif_53']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7996	cosine	8194	-28.08	7996.0	0.8983	7996.0	3	 	['motif_93', 'motif_53']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
8189	cosine	8194	-1.06	8189.0	0.8582	8189.0	3	 	['motif_93', 'motif_53']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7996	cosine	8006	-1.013	7996.0	0.9129999999999999	7996.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7598	cosine	8006	-42.011	7598.0	0.9358	7598.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7650	cosine	7911	-25.009	7650.0	0.8956	7650.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7453	cosine	7939	-42.082	7453.0	0.8798	7453.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5656	cosine	6007	-28.024	5656.0	0.9187	5656.0	3	 	['motif_83', 'motif_53']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7739	cosine	8228	-62.05	7739.0	0.8579	7739.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5655	cosine	6341	-50.016000000000005	5655.0	0.9035	5655.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
6250	cosine	6534	-26.016	6250.0	0.851	6250.0	3	 	['motif_53', 'motif_14', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
8102	cosine	8112	-1.012	8102.0	0.8681	8102.0	3	 	['motif_93', 'motif_53']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5655	cosine	5656	-0.003	5655.0	0.9428	5655.0	3	 	['motif_73', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5294	cosine	5655	-28.031	5294.0	0.9063	5294.0	3	 	['motif_83', 'motif_14']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7598	cosine	7650	-2.01	7598.0	0.9306	7598.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5937	cosine	5952	-2.022	5937.0	0.8222	5937.0	3	 	['motif_83', 'motif_14', 'motif_104']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5656	cosine	6341	-50.013000000000005	5656.0	0.9052	5656.0	3	 	['motif_93', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7969	cosine	8163	-26.014	7969.0	0.8859	7969.0	3	 	['motif_53', 'motif_104', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5376	cosine	5638	-23.997	5376.0	0.8835	5376.0	3	 	['motif_53', 'motif_14', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7849	cosine	8163	-42.01	7849.0	0.8506	7849.0	3	 	['motif_53', 'motif_104']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7720	cosine	7739	-2.004	7720.0	0.8743	7720.0	3	 	['motif_93', 'motif_53']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7559	cosine	7598	-4.034	7559.0	0.902	7559.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5294	cosine	5975	-54.042	5294.0	0.8836	5294.0	3	 	['motif_93', 'motif_14', 'motif_53', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
4949	cosine	5975	-80.058	4949.0	0.8866	4949.0	3	 	['motif_93', 'motif_14', 'motif_53', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5376	cosine	6007	-54.04	5376.0	0.8932	5376.0	3	 	['motif_83', 'motif_14', 'motif_53']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
4949	cosine	5655	-54.047	4949.0	0.9045	4949.0	3	 	['motif_83', 'motif_14']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7987	cosine	8025	-3.0189999999999997	7987.0	0.8922	7987.0	3	 	['motif_93']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7453	cosine	7760	-26.016	7453.0	0.9325	7453.0	3	 	['motif_53', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5638	cosine	6341	-52.032	5638.0	0.8849	5638.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5611	cosine	5612	0.0	5611.0	0.8386	5611.0	3	 	['motif_53', 'motif_14', 'motif_83', 'motif_104']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7246	cosine	7318	-12.036	7246.0	0.8481	7246.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7889	cosine	8112	-28.028000000000002	7889.0	0.907	7889.0	3	 	['motif_93', 'motif_53', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7849	cosine	7871	-2.0140000000000002	7849.0	0.9015	7849.0	3	 	['motif_53', 'motif_104']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7952	cosine	7964	-1.995	7952.0	0.8448	7952.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7222	cosine	7246	-2.963	7222.0	0.8655	7222.0	3	 	['motif_83', 'motif_73']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
8088	cosine	8091	0.0	8088.0	0.8379	8088.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5485	cosine	5536	-2.046	5485.0	0.8153	5485.0	3	 	['motif_14']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7488	cosine	7598	-10.02	7488.0	0.8933	7488.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7720	cosine	7964	-26.009	7720.0	0.8279	7720.0	3	 	['motif_53', 'motif_104']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5088	cosine	5745	-44.013999999999996	5088.0	0.8362	5088.0	3	 	['motif_53', 'motif_73']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
8236	cosine	8268	-4.033	8236.0	0.8175	8236.0	3	 	['motif_93', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7222	cosine	7318	-14.999	7222.0	0.8496	7222.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5656	cosine	5744	-1.994	5656.0	0.8927	5656.0	3	 	['motif_93', 'motif_53']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5975	cosine	6341	-24.005	5975.0	0.8734	5975.0	3	 	['motif_93', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7739	cosine	8163	-52.03	7739.0	0.845	7739.0	3	 	['motif_93', 'motif_53', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5536	cosine	5824	-24.006	5536.0	0.8866	5536.0	3	 	['motif_53', 'motif_14', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5484	cosine	5824	-26.017	5484.0	0.8693	5484.0	3	 	['motif_53', 'motif_14', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
8177	cosine	8186	-1.005	8177.0	0.8399	8177.0	3	 	[]	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
8037	cosine	8045	-0.9420000000000001	8037.0	0.851	8037.0	3	 	['motif_29']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5639	cosine	5656	-2.017	5639.0	0.9635	5639.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7871	cosine	8228	-50.016000000000005	7871.0	0.8837	7871.0	3	 	['motif_83', 'motif_104']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7760	cosine	7941	-17.069000000000003	7760.0	0.9045	7760.0	3	 	['motif_93', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
4949	cosine	5656	-54.05	4949.0	0.9229999999999999	4949.0	3	 	['motif_93', 'motif_83', 'motif_53']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
8045	cosine	8063	-2.026	8045.0	0.86	8045.0	3	 	['motif_29']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5588	cosine	5950	-30.041	5588.0	0.8420000000000001	5588.0	3	 	['motif_14']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7969	cosine	8150	-24.0	7969.0	0.8293	7969.0	3	 	['motif_53', 'motif_104', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5937	cosine	8163	-264.244	5937.0	0.8178	5937.0	3	 	['motif_93', 'motif_53', 'motif_104', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7560	cosine	7576	-1.989	7560.0	0.8540000000000001	7560.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5294	cosine	5375	-2.02	5294.0	0.8959999999999999	5294.0	3	 	['motif_53', 'motif_14', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7889	cosine	7925	-2.0140000000000002	7889.0	0.9475	7889.0	3	 	['motif_93', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5294	cosine	6007	-56.058	5294.0	0.8947	5294.0	3	 	['motif_83', 'motif_14', 'motif_53']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
5639	cosine	7760	-238.22799999999998	5639.0	0.9273	5639.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7760	cosine	7783	-2.015	7760.0	0.9405	7760.0	3	 	['motif_93', 'motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7925	cosine	7940	-2.016	7925.0	0.9114	7925.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
8102	cosine	8119	-3.028	8102.0	0.8578	8102.0	3	 	['motif_93', 'motif_53']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
7218	cosine	7453	-28.980999999999998	7218.0	0.8819	7218.0	3	 	['motif_83']	['motif_83', 'motif_53', 'motif_14', 'motif_93', 'motif_104']
8530	cosine	8552	-2.048	8530.0	0.7794	8530.0	4	 	None	['None']
6332	cosine	6333	-0.002	6332.0	0.8481	6332.0	6	 	['motif_91']	['motif_91']
9225	cosine	9325	-40.029	9225.0	0.8043	9225.0	7	 	['motif_132', 'motif_83', 'motif_165']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8349	cosine	9329	-225.112	8349.0	0.8342	8349.0	7	 	None	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8816	cosine	9027	-39.995	8816.0	0.8578	8816.0	7	 	['motif_89']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8315	cosine	9225	-185.97099999999998	8315.0	0.7299	8315.0	7	 	['motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9225	cosine	9332	-46.001000000000005	9225.0	0.7472	9225.0	7	 	['motif_165']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9049	cosine	9231	-42.019	9049.0	0.7882	9049.0	7	 	['motif_14', 'motif_165']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9143	cosine	9225	-24.0	9143.0	0.7342	9143.0	7	 	['motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
7841	cosine	9261	-275.654	7841.0	0.7394	7841.0	7	 	['motif_195', 'motif_83', 'motif_89']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8940	cosine	9283	-83.065	8940.0	0.7548	8940.0	7	 	['motif_88']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9225	cosine	9257	-18.05	9225.0	0.7352	9225.0	7	 	['motif_83', 'motif_165']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8940	cosine	9282	-83.05799999999999	8940.0	0.7634	8940.0	7	 	['motif_88', 'motif_165']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9231	cosine	9234	-2.044	9231.0	0.8	9231.0	7	 	['motif_14', 'motif_165']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8809	cosine	9027	-42.013000000000005	8809.0	0.8873	8809.0	7	 	['motif_89']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9282	cosine	9283	-0.006999999999999999	9282.0	0.9012	9282.0	7	 	['motif_88', 'motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8907	cosine	9027	-26.016	8907.0	0.8724	8907.0	7	 	['motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8772	cosine	9164	-84.057	8772.0	0.7608	8772.0	7	 	None	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8928	cosine	9325	-105.12799999999999	8928.0	0.7714	8928.0	7	 	['motif_132']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9049	cosine	9234	-44.063	9049.0	0.7984	9049.0	7	 	['motif_14', 'motif_165']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8907	cosine	9126	-42.049	8907.0	0.8426	8907.0	7	 	['motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9164	cosine	9216	-13.982000000000001	9164.0	0.8093	9164.0	7	 	['motif_88', 'motif_14']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8809	cosine	9219	-86.00299999999999	8809.0	0.8333	8809.0	7	 	[]	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8816	cosine	9219	-83.985	8816.0	0.8247	8816.0	7	 	[]	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9049	cosine	9329	-84.059	9049.0	0.7798	9049.0	7	 	['motif_14', 'motif_165']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9283	cosine	9329	-21.979	9283.0	0.809	9283.0	7	 	['motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9216	cosine	9283	-26.016	9216.0	0.7859999999999999	9216.0	7	 	['motif_88', 'motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
7841	cosine	8797	-166.53799999999998	7841.0	0.7373	7841.0	7	 	['motif_195']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9152	cosine	9282	-42.04	9152.0	0.8397	9152.0	7	 	['motif_88', 'motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8809	cosine	8907	-15.997	8809.0	0.8395	8809.0	7	 	[]	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9164	cosine	9392	-90.012	9164.0	0.7437	9164.0	7	 	['motif_88']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
7841	cosine	9209	-247.667	7841.0	0.8114	7841.0	7	 	['motif_195', 'motif_14', 'motif_83', 'motif_89']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9027	cosine	9126	-16.033	9027.0	0.8679	9027.0	7	 	['motif_83', 'motif_89']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8924	cosine	9282	-88.089	8924.0	0.7449	8924.0	7	 	['motif_88', 'motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9219	cosine	9261	-22.011	9219.0	0.7006	9219.0	7	 	['motif_195', 'motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9027	cosine	9152	-26.017	9027.0	0.8822	9027.0	7	 	['motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9216	cosine	9282	-26.009	9216.0	0.7661	9216.0	7	 	['motif_88', 'motif_14', 'motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8138	cosine	9231	-218.632	8138.0	0.7332	8138.0	7	 	['motif_83', 'motif_14', 'motif_165']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9152	cosine	9216	-16.031	9152.0	0.7181	9152.0	7	 	['motif_88', 'motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8809	cosine	9216	-84.061	8809.0	0.737	8809.0	7	 	['motif_89']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8907	cosine	9219	-70.006	8907.0	0.8161	8907.0	7	 	['motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9282	cosine	9329	-21.986	9282.0	0.7793	9282.0	7	 	['motif_83', 'motif_14', 'motif_165']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8797	cosine	9209	-81.12899999999999	8797.0	0.8728	8797.0	7	 	['motif_195']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8138	cosine	9329	-260.672	8138.0	0.7845	8138.0	7	 	['motif_83', 'motif_14', 'motif_165']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9027	cosine	9219	-43.99	9027.0	0.8909999999999999	9027.0	7	 	['motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9231	cosine	9329	-42.04	9231.0	0.8016	9231.0	7	 	['motif_83', 'motif_14', 'motif_165']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8816	cosine	8907	-13.979000000000001	8816.0	0.8248	8816.0	7	 	[]	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8816	cosine	9126	-56.028	8816.0	0.8220000000000001	8816.0	7	 	['motif_89']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8809	cosine	9126	-58.04600000000001	8809.0	0.8461	8809.0	7	 	['motif_89']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9209	cosine	9261	-27.987	9209.0	0.7727	9209.0	7	 	['motif_195', 'motif_83', 'motif_89']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8797	cosine	8928	-24.0	8797.0	0.8987	8797.0	7	 	[]	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8809	cosine	8816	-2.0180000000000002	8809.0	0.8301	8809.0	7	 	['motif_89']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9216	cosine	9219	-1.942	9216.0	0.8035	9216.0	7	 	['motif_88', 'motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9126	cosine	9219	-27.956999999999997	9126.0	0.8641	9126.0	7	 	['motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9126	cosine	9209	-21.980999999999998	9126.0	0.8033	9126.0	7	 	['motif_83', 'motif_89']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9143	cosine	9257	-42.05	9143.0	0.7272	9143.0	7	 	['motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9126	cosine	9216	-26.015	9126.0	0.759	9126.0	7	 	['motif_83', 'motif_89']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8940	cosine	9152	-41.018	8940.0	0.87	8940.0	7	 	['motif_88', 'motif_73']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8446	cosine	9209	-159.105	8446.0	0.7562	8446.0	7	 	None	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9152	cosine	9283	-42.047	9152.0	0.8914	9152.0	7	 	['motif_88', 'motif_83']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
9234	cosine	9329	-39.996	9234.0	0.7822	9234.0	7	 	['motif_14', 'motif_165']	['motif_83', 'motif_165', 'motif_88', 'motif_89', 'motif_14']
8475	cosine	8794	-71.072	8475.0	0.7679	8475.0	8	 	None	['None']
6663	cosine	6664	0.001	6663.0	0.8573	6663.0	9	 	['motif_14']	['motif_14', 'motif_83', 'motif_53', 'motif_12']
5812	cosine	6663	-80.069	5812.0	0.7724	5812.0	9	 	['motif_14', 'motif_12']	['motif_14', 'motif_83', 'motif_53', 'motif_12']
5427	cosine	5458	-2.0140000000000002	5427.0	0.7671	5427.0	9	 	['motif_53', 'motif_14', 'motif_83']	['motif_14', 'motif_83', 'motif_53', 'motif_12']
5458	cosine	5783	-26.026999999999997	5458.0	0.7264	5458.0	9	 	['motif_53', 'motif_14', 'motif_83']	['motif_14', 'motif_83', 'motif_53', 'motif_12']
5783	cosine	5812	-2.022	5783.0	0.7642	5783.0	9	 	['motif_83', 'motif_14', 'motif_12']	['motif_14', 'motif_83', 'motif_53', 'motif_12']
5783	cosine	6559	-64.007	5783.0	0.7035	5783.0	9	 	['motif_83', 'motif_14']	['motif_14', 'motif_83', 'motif_53', 'motif_12']
6428	cosine	6663	-26.017	6428.0	0.7737	6428.0	9	 	['motif_53', 'motif_14']	['motif_14', 'motif_83', 'motif_53', 'motif_12']
5812	cosine	6664	-80.068	5812.0	0.7257	5812.0	9	 	['motif_14']	['motif_14', 'motif_83', 'motif_53', 'motif_12']
5812	cosine	6428	-54.052	5812.0	0.7487	5812.0	9	 	['motif_14']	['motif_14', 'motif_83', 'motif_53', 'motif_12']
8429	cosine	8438	-2.015	8429.0	0.8806	8429.0	10	 	['motif_93']	['motif_93']
3115	cosine	4231	-65.991	3115.0	0.7744	3115.0	12	 	['motif_8']	['motif_8']
4231	cosine	4243	0.001	4231.0	0.7331	4231.0	12	 	['motif_8']	['motif_8']
4560	cosine	5283	-54.033	4560.0	0.7736	4560.0	14	 	None	['motif_133', 'motif_155', 'motif_179']
5615	cosine	5641	-2.016	5615.0	0.7537	5615.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
5954	cosine	5976	-1.9080000000000001	5954.0	0.7248	5954.0	14	 	['motif_155']	['motif_133', 'motif_155', 'motif_179']
4557	cosine	4735	-14.014000000000001	4557.0	0.9398	4557.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
4895	cosine	5261	-26.015	4895.0	0.8675	4895.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
5261	cosine	5297	-4.031000000000001	5261.0	0.8025	5261.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
4735	cosine	5261	-38.016	4735.0	0.8177	4735.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
4607	cosine	4952	-28.031999999999996	4607.0	0.8283	4607.0	14	 	None	['motif_133', 'motif_155', 'motif_179']
4895	cosine	4915	-2.015	4895.0	0.9274	4895.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
4560	cosine	5981	-110.096	4560.0	0.7222	4560.0	14	 	None	['motif_133', 'motif_155', 'motif_179']
4915	cosine	5283	-26.015	4915.0	0.9009	4915.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
4560	cosine	4915	-28.018	4560.0	0.7859999999999999	4560.0	14	 	None	['motif_133', 'motif_155', 'motif_179']
4557	cosine	5981	-110.10799999999999	4557.0	0.8562	4557.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
5641	cosine	5981	-28.031	5641.0	0.8428	5641.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
5297	cosine	5981	-54.047	5297.0	0.8193	5297.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
4915	cosine	5641	-54.047	4915.0	0.9307	4915.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
4895	cosine	5981	-84.09299999999999	4895.0	0.8525	4895.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
4557	cosine	5261	-52.03	4557.0	0.8412	4557.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
4735	cosine	4915	-14.015999999999998	4735.0	0.9406	4735.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
4557	cosine	5297	-56.06100000000001	4557.0	0.8891	4557.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
5261	cosine	5641	-30.046999999999997	5261.0	0.8297	5261.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
5261	cosine	5616	-28.03	5261.0	0.737	5261.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
4915	cosine	5981	-82.07799999999999	4915.0	0.8653	4915.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
4557	cosine	4915	-28.03	4557.0	0.9513	4557.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
4915	cosine	5261	-24.0	4915.0	0.8284	4915.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
4735	cosine	4895	-12.001	4735.0	0.9227	4735.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
5261	cosine	5283	-2.015	5261.0	0.8438	5261.0	14	 	['motif_179', 'motif_133']	['motif_133', 'motif_155', 'motif_179']
4557	cosine	4895	-26.015	4557.0	0.9378	4557.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
4560	cosine	4607	-2.001	4560.0	0.7162	4560.0	14	 	None	['motif_133', 'motif_155', 'motif_179']
4557	cosine	5641	-82.07700000000001	4557.0	0.9125	4557.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
5297	cosine	5641	-26.016	5297.0	0.8842	5297.0	14	 	['motif_133']	['motif_133', 'motif_155', 'motif_179']
